name,ev_yield,sprite_img,link,dex_no
shuckle,1 Defense/ 1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/shuckle.png,https://pokemondb.net/pokedex/shuckle,213
heracross,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/heracross.png,https://pokemondb.net/pokedex/heracross,214
sneasel,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/sneasel.png,https://pokemondb.net/pokedex/sneasel,215
teddiursa,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/teddiursa.png,https://pokemondb.net/pokedex/teddiursa,216
ursaring,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/ursaring.png,https://pokemondb.net/pokedex/ursaring,217
slugma,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/slugma.png,https://pokemondb.net/pokedex/slugma,218
magcargo,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/magcargo.png,https://pokemondb.net/pokedex/magcargo,219
swinub,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/swinub.png,https://pokemondb.net/pokedex/swinub,220
piloswine,1 HP/ 1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/piloswine.png,https://pokemondb.net/pokedex/piloswine,221
corsola,1 Defense/ 1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/corsola.png,https://pokemondb.net/pokedex/corsola,222
remoraid,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/remoraid.png,https://pokemondb.net/pokedex/remoraid,223
octillery,1 Attack/ 1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/octillery.png,https://pokemondb.net/pokedex/octillery,224
delibird,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/delibird.png,https://pokemondb.net/pokedex/delibird,225
mantine,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/mantine.png,https://pokemondb.net/pokedex/mantine,226
skarmory,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/skarmory.png,https://pokemondb.net/pokedex/skarmory,227
houndour,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/houndour.png,https://pokemondb.net/pokedex/houndour,228
houndoom,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/houndoom.png,https://pokemondb.net/pokedex/houndoom,229
kingdra,1 Attack/ 1 Special Attack/ 1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/kingdra.png,https://pokemondb.net/pokedex/kingdra,230
phanpy,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/phanpy.png,https://pokemondb.net/pokedex/phanpy,231
donphan,1 Attack/ 1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/donphan.png,https://pokemondb.net/pokedex/donphan,232
porygon2,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/porygon2.png,https://pokemondb.net/pokedex/porygon2,233
stantler,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/stantler.png,https://pokemondb.net/pokedex/stantler,234
smeargle,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/smeargle.png,https://pokemondb.net/pokedex/smeargle,235
tyrogue,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/tyrogue.png,https://pokemondb.net/pokedex/tyrogue,236
hitmontop,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/hitmontop.png,https://pokemondb.net/pokedex/hitmontop,237
smoochum,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/smoochum.png,https://pokemondb.net/pokedex/smoochum,238
elekid,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/elekid.png,https://pokemondb.net/pokedex/elekid,239
magby,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/magby.png,https://pokemondb.net/pokedex/magby,240
miltank,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/miltank.png,https://pokemondb.net/pokedex/miltank,241
blissey,3 HP,https://img.pokemondb.net/sprites/sword-shield/icon/blissey.png,https://pokemondb.net/pokedex/blissey,242
raikou,1 Special Attack/ 2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/raikou.png,https://pokemondb.net/pokedex/raikou,243
entei,1 HP/ 2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/entei.png,https://pokemondb.net/pokedex/entei,244
suicune,1 Defense/ 2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/suicune.png,https://pokemondb.net/pokedex/suicune,245
larvitar,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/larvitar.png,https://pokemondb.net/pokedex/larvitar,246
pupitar,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/pupitar.png,https://pokemondb.net/pokedex/pupitar,247
tyranitar,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/tyranitar.png,https://pokemondb.net/pokedex/tyranitar,248
lugia,3 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/lugia.png,https://pokemondb.net/pokedex/lugia,249
ho-oh,3 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/ho-oh.png,https://pokemondb.net/pokedex/ho-oh,250
celebi,3 HP,https://img.pokemondb.net/sprites/sword-shield/icon/celebi.png,https://pokemondb.net/pokedex/celebi,251
treecko,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/treecko.png,https://pokemondb.net/pokedex/treecko,252
grovyle,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/grovyle.png,https://pokemondb.net/pokedex/grovyle,253
sceptile,3 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/sceptile.png,https://pokemondb.net/pokedex/sceptile,254
torchic,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/torchic.png,https://pokemondb.net/pokedex/torchic,255
combusken,1 Attack/ 1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/combusken.png,https://pokemondb.net/pokedex/combusken,256
blaziken,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/blaziken.png,https://pokemondb.net/pokedex/blaziken,257
mudkip,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/mudkip.png,https://pokemondb.net/pokedex/mudkip,258
marshtomp,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/marshtomp.png,https://pokemondb.net/pokedex/marshtomp,259
swampert,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/swampert.png,https://pokemondb.net/pokedex/swampert,260
poochyena,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/poochyena.png,https://pokemondb.net/pokedex/poochyena,261
mightyena,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/mightyena.png,https://pokemondb.net/pokedex/mightyena,262
zigzagoon,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon.png,https://pokemondb.net/pokedex/zigzagoon,263
linoone,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/linoone.png,https://pokemondb.net/pokedex/linoone,264
wurmple,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/wurmple.png,https://pokemondb.net/pokedex/wurmple,265
silcoon,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/silcoon.png,https://pokemondb.net/pokedex/silcoon,266
beautifly,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/beautifly.png,https://pokemondb.net/pokedex/beautifly,267
cascoon,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/cascoon.png,https://pokemondb.net/pokedex/cascoon,268
dustox,3 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/dustox.png,https://pokemondb.net/pokedex/dustox,269
lotad,1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/lotad.png,https://pokemondb.net/pokedex/lotad,270
lombre,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/lombre.png,https://pokemondb.net/pokedex/lombre,271
ludicolo,3 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/ludicolo.png,https://pokemondb.net/pokedex/ludicolo,272
seedot,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/seedot.png,https://pokemondb.net/pokedex/seedot,273
nuzleaf,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/nuzleaf.png,https://pokemondb.net/pokedex/nuzleaf,274
shiftry,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/shiftry.png,https://pokemondb.net/pokedex/shiftry,275
taillow,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/taillow.png,https://pokemondb.net/pokedex/taillow,276
swellow,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/swellow.png,https://pokemondb.net/pokedex/swellow,277
wingull,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/wingull.png,https://pokemondb.net/pokedex/wingull,278
pelipper,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/pelipper.png,https://pokemondb.net/pokedex/pelipper,279
ralts,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/ralts.png,https://pokemondb.net/pokedex/ralts,280
kirlia,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/kirlia.png,https://pokemondb.net/pokedex/kirlia,281
gardevoir,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir.png,https://pokemondb.net/pokedex/gardevoir,282
surskit,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/surskit.png,https://pokemondb.net/pokedex/surskit,283
masquerain,1 Special Attack/ 1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/masquerain.png,https://pokemondb.net/pokedex/masquerain,284
shroomish,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/shroomish.png,https://pokemondb.net/pokedex/shroomish,285
breloom,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/breloom.png,https://pokemondb.net/pokedex/breloom,286
slakoth,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/slakoth.png,https://pokemondb.net/pokedex/slakoth,287
vigoroth,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/vigoroth.png,https://pokemondb.net/pokedex/vigoroth,288
slaking,3 HP,https://img.pokemondb.net/sprites/sword-shield/icon/slaking.png,https://pokemondb.net/pokedex/slaking,289
nincada,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/nincada.png,https://pokemondb.net/pokedex/nincada,290
ninjask,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/ninjask.png,https://pokemondb.net/pokedex/ninjask,291
shedinja,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/shedinja.png,https://pokemondb.net/pokedex/shedinja,292
whismur,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/whismur.png,https://pokemondb.net/pokedex/whismur,293
loudred,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/loudred.png,https://pokemondb.net/pokedex/loudred,294
exploud,3 HP,https://img.pokemondb.net/sprites/sword-shield/icon/exploud.png,https://pokemondb.net/pokedex/exploud,295
makuhita,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/makuhita.png,https://pokemondb.net/pokedex/makuhita,296
hariyama,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/hariyama.png,https://pokemondb.net/pokedex/hariyama,297
azurill,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/azurill.png,https://pokemondb.net/pokedex/azurill,298
nosepass,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/nosepass.png,https://pokemondb.net/pokedex/nosepass,299
skitty,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/skitty.png,https://pokemondb.net/pokedex/skitty,300
delcatty,1 HP/ 1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/delcatty.png,https://pokemondb.net/pokedex/delcatty,301
sableye,1 Attack/ 1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/sableye.png,https://pokemondb.net/pokedex/sableye,302
mawile,1 Attack/ 1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/mawile.png,https://pokemondb.net/pokedex/mawile,303
aron,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/aron.png,https://pokemondb.net/pokedex/aron,304
lairon,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/lairon.png,https://pokemondb.net/pokedex/lairon,305
aggron,3 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/aggron.png,https://pokemondb.net/pokedex/aggron,306
meditite,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/meditite.png,https://pokemondb.net/pokedex/meditite,307
medicham,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/medicham.png,https://pokemondb.net/pokedex/medicham,308
electrike,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/electrike.png,https://pokemondb.net/pokedex/electrike,309
manectric,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/manectric.png,https://pokemondb.net/pokedex/manectric,310
plusle,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/plusle.png,https://pokemondb.net/pokedex/plusle,311
minun,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/minun.png,https://pokemondb.net/pokedex/minun,312
volbeat,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/volbeat.png,https://pokemondb.net/pokedex/volbeat,313
illumise,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/illumise.png,https://pokemondb.net/pokedex/illumise,314
roselia,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/roselia.png,https://pokemondb.net/pokedex/roselia,315
gulpin,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/gulpin.png,https://pokemondb.net/pokedex/gulpin,316
swalot,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/swalot.png,https://pokemondb.net/pokedex/swalot,317
carvanha,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/carvanha.png,https://pokemondb.net/pokedex/carvanha,318
sharpedo,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo.png,https://pokemondb.net/pokedex/sharpedo,319
wailmer,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/wailmer.png,https://pokemondb.net/pokedex/wailmer,320
wailord,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/wailord.png,https://pokemondb.net/pokedex/wailord,321
numel,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/numel.png,https://pokemondb.net/pokedex/numel,322
camerupt,1 Attack/ 1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt.png,https://pokemondb.net/pokedex/camerupt,323
torkoal,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/torkoal.png,https://pokemondb.net/pokedex/torkoal,324
spoink,1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/spoink.png,https://pokemondb.net/pokedex/spoink,325
grumpig,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/grumpig.png,https://pokemondb.net/pokedex/grumpig,326
spinda,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/spinda.png,https://pokemondb.net/pokedex/spinda,327
trapinch,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/trapinch.png,https://pokemondb.net/pokedex/trapinch,328
vibrava,1 Attack/ 1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/vibrava.png,https://pokemondb.net/pokedex/vibrava,329
flygon,1 Attack/ 2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/flygon.png,https://pokemondb.net/pokedex/flygon,330
cacnea,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/cacnea.png,https://pokemondb.net/pokedex/cacnea,331
cacturne,1 Attack/ 1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/cacturne.png,https://pokemondb.net/pokedex/cacturne,332
swablu,1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/swablu.png,https://pokemondb.net/pokedex/swablu,333
altaria,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/altaria.png,https://pokemondb.net/pokedex/altaria,334
zangoose,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/zangoose.png,https://pokemondb.net/pokedex/zangoose,335
seviper,1 Attack/ 1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/seviper.png,https://pokemondb.net/pokedex/seviper,336
lunatone,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/lunatone.png,https://pokemondb.net/pokedex/lunatone,337
solrock,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/solrock.png,https://pokemondb.net/pokedex/solrock,338
barboach,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/barboach.png,https://pokemondb.net/pokedex/barboach,339
whiscash,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/whiscash.png,https://pokemondb.net/pokedex/whiscash,340
corphish,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/corphish.png,https://pokemondb.net/pokedex/corphish,341
crawdaunt,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/crawdaunt.png,https://pokemondb.net/pokedex/crawdaunt,342
baltoy,1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/baltoy.png,https://pokemondb.net/pokedex/baltoy,343
claydol,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/claydol.png,https://pokemondb.net/pokedex/claydol,344
lileep,1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/lileep.png,https://pokemondb.net/pokedex/lileep,345
cradily,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/cradily.png,https://pokemondb.net/pokedex/cradily,346
anorith,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/anorith.png,https://pokemondb.net/pokedex/anorith,347
armaldo,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/armaldo.png,https://pokemondb.net/pokedex/armaldo,348
feebas,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/feebas.png,https://pokemondb.net/pokedex/feebas,349
milotic,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/milotic.png,https://pokemondb.net/pokedex/milotic,350
castform,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/castform.png,https://pokemondb.net/pokedex/castform,351
kecleon,1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/kecleon.png,https://pokemondb.net/pokedex/kecleon,352
shuppet,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/shuppet.png,https://pokemondb.net/pokedex/shuppet,353
banette,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/banette.png,https://pokemondb.net/pokedex/banette,354
duskull,1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/duskull.png,https://pokemondb.net/pokedex/duskull,355
dusclops,1 Defense/ 1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/dusclops.png,https://pokemondb.net/pokedex/dusclops,356
tropius,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/tropius.png,https://pokemondb.net/pokedex/tropius,357
chimecho,1 Special Attack/ 1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/chimecho.png,https://pokemondb.net/pokedex/chimecho,358
absol,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/absol.png,https://pokemondb.net/pokedex/absol,359
wynaut,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/wynaut.png,https://pokemondb.net/pokedex/wynaut,360
snorunt,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/snorunt.png,https://pokemondb.net/pokedex/snorunt,361
glalie,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/glalie.png,https://pokemondb.net/pokedex/glalie,362
spheal,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/spheal.png,https://pokemondb.net/pokedex/spheal,363
sealeo,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/sealeo.png,https://pokemondb.net/pokedex/sealeo,364
walrein,3 HP,https://img.pokemondb.net/sprites/sword-shield/icon/walrein.png,https://pokemondb.net/pokedex/walrein,365
clamperl,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/clamperl.png,https://pokemondb.net/pokedex/clamperl,366
huntail,1 Attack/ 1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/huntail.png,https://pokemondb.net/pokedex/huntail,367
gorebyss,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/gorebyss.png,https://pokemondb.net/pokedex/gorebyss,368
relicanth,1 HP/ 1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/relicanth.png,https://pokemondb.net/pokedex/relicanth,369
luvdisc,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/luvdisc.png,https://pokemondb.net/pokedex/luvdisc,370
bagon,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/bagon.png,https://pokemondb.net/pokedex/bagon,371
shelgon,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/shelgon.png,https://pokemondb.net/pokedex/shelgon,372
salamence,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/salamence.png,https://pokemondb.net/pokedex/salamence,373
beldum,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/beldum.png,https://pokemondb.net/pokedex/beldum,374
metang,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/metang.png,https://pokemondb.net/pokedex/metang,375
metagross,3 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/metagross.png,https://pokemondb.net/pokedex/metagross,376
regirock,3 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/regirock.png,https://pokemondb.net/pokedex/regirock,377
regice,3 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/regice.png,https://pokemondb.net/pokedex/regice,378
registeel,2 Defense/ 1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/registeel.png,https://pokemondb.net/pokedex/registeel,379
latias,3 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/latias.png,https://pokemondb.net/pokedex/latias,380
latios,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/latios.png,https://pokemondb.net/pokedex/latios,381
kyogre,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre.png,https://pokemondb.net/pokedex/kyogre,382
groudon,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/groudon.png,https://pokemondb.net/pokedex/groudon,383
rayquaza,2 Attack/ 1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza.png,https://pokemondb.net/pokedex/rayquaza,384
jirachi,3 HP,https://img.pokemondb.net/sprites/sword-shield/icon/jirachi.png,https://pokemondb.net/pokedex/jirachi,385
deoxys,1 Attack/ 1 Special Attack/ 1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys.png,https://pokemondb.net/pokedex/deoxys,386
turtwig,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/turtwig.png,https://pokemondb.net/pokedex/turtwig,387
grotle,1 Attack/ 1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/grotle.png,https://pokemondb.net/pokedex/grotle,388
torterra,2 Attack/ 1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/torterra.png,https://pokemondb.net/pokedex/torterra,389
chimchar,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/chimchar.png,https://pokemondb.net/pokedex/chimchar,390
monferno,1 Special Attack/ 1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/monferno.png,https://pokemondb.net/pokedex/monferno,391
infernape,1 Attack/ 1 Special Attack/ 1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/infernape.png,https://pokemondb.net/pokedex/infernape,392
piplup,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/piplup.png,https://pokemondb.net/pokedex/piplup,393
prinplup,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/prinplup.png,https://pokemondb.net/pokedex/prinplup,394
empoleon,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/empoleon.png,https://pokemondb.net/pokedex/empoleon,395
starly,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/starly.png,https://pokemondb.net/pokedex/starly,396
staravia,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/staravia.png,https://pokemondb.net/pokedex/staravia,397
staraptor,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/staraptor.png,https://pokemondb.net/pokedex/staraptor,398
bidoof,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/bidoof.png,https://pokemondb.net/pokedex/bidoof,399
bibarel,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/bibarel.png,https://pokemondb.net/pokedex/bibarel,400
kricketot,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/kricketot.png,https://pokemondb.net/pokedex/kricketot,401
kricketune,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/kricketune.png,https://pokemondb.net/pokedex/kricketune,402
shinx,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/shinx.png,https://pokemondb.net/pokedex/shinx,403
luxio,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/luxio.png,https://pokemondb.net/pokedex/luxio,404
luxray,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/luxray.png,https://pokemondb.net/pokedex/luxray,405
budew,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/budew.png,https://pokemondb.net/pokedex/budew,406
roserade,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/roserade.png,https://pokemondb.net/pokedex/roserade,407
cranidos,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/cranidos.png,https://pokemondb.net/pokedex/cranidos,408
rampardos,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/rampardos.png,https://pokemondb.net/pokedex/rampardos,409
shieldon,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/shieldon.png,https://pokemondb.net/pokedex/shieldon,410
bastiodon,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/bastiodon.png,https://pokemondb.net/pokedex/bastiodon,411
burmy,1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/burmy.png,https://pokemondb.net/pokedex/burmy,412
wormadam,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam.png,https://pokemondb.net/pokedex/wormadam,413
mothim,1 Attack/ 1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/mothim.png,https://pokemondb.net/pokedex/mothim,414
combee,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/combee.png,https://pokemondb.net/pokedex/combee,415
vespiquen,1 Defense/ 1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/vespiquen.png,https://pokemondb.net/pokedex/vespiquen,416
pachirisu,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/pachirisu.png,https://pokemondb.net/pokedex/pachirisu,417
buizel,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/buizel.png,https://pokemondb.net/pokedex/buizel,418
floatzel,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/floatzel.png,https://pokemondb.net/pokedex/floatzel,419
cherubi,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/cherubi.png,https://pokemondb.net/pokedex/cherubi,420
cherrim,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/cherrim.png,https://pokemondb.net/pokedex/cherrim,421
shellos,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/shellos.png,https://pokemondb.net/pokedex/shellos,422
gastrodon,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/gastrodon.png,https://pokemondb.net/pokedex/gastrodon,423
ambipom,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/ambipom.png,https://pokemondb.net/pokedex/ambipom,424
drifloon,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/drifloon.png,https://pokemondb.net/pokedex/drifloon,425
